case_code,date,year,month,day,hour,zip_code,escalated,mobile,city,state,location_primary,school_level,offender_count,relationship,weapon_primary,weapon_pistol_tot,weapon_shotgun_tot,weapon_rifle_tot,weapon_tot,shot_tot,shot_tot_incl,shot_cit_tot,shot_le_tot,shot_guard_tot,wound_tot,wound_tot_incl,wound_cit_tot,wound_le_tot,wound_guard_tot,kill_tot,kill_tot_incl,kill_cit_tot,kill_le_tot,kill_guard_tot,resolution,resolved_pre_le,age_1,age_2,age_3,sex_1,sex_2,sex_3,race_1,race_2,race_3
561,2023-10-25,2023,Oct,Wed,18,04240,No,Yes,Lewiston,ME,Business,,1,No relationship,Rifle,0,0,1,1,31,31,31,0,0,13,13,13,0,0,18,18,18,0,0,Fled,Yes,40,,,Male,,,Caucasian,,
562,2023-10-29,2023,Oct,Sun,1,60623,Yes,No,Chicago,IL,Business,,1,No relationship,Pistol,1,0,0,1,15,15,15,0,0,15,15,15,0,0,0,0,0,0,0,Fled,Yes,48,,,Male,,,African American,,
563,2023-11-17,2023,Nov,Fri,15,03301,No,No,Concord,NH,Other,,1,No relationship,Pistol,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Shot by police,No,33,,,Male,,,Caucasian,,
564,2023-11-20,2023,Nov,Mon,20,45431,No,No,Beavercreek,OH,Business,,1,No relationship,Rifle,0,0,1,1,3,4,3,0,0,3,4,3,0,0,0,0,0,0,0,Suicide after police arrival,No,20,,,Male,,,Caucasian,,
565,2023-11-25,2023,Nov,Sat,18,05401,No,No,Burlington,VT,Outdoors,,1,No relationship,Pistol,1,0,0,1,3,3,3,0,0,3,3,3,0,0,0,0,0,0,0,Fled,Yes,48,,,Male,,,Caucasian,,
566,2023-12-06,2023,Dec,Wed,11,89154,No,No,Las Vegas,NV,School,University,1,No relationship,Pistol,1,0,0,1,4,4,4,0,0,1,1,1,0,0,3,3,3,0,0,Shot by police,No,67,,,Male,,,Latino,,
567,2023-12-06,2023,Dec,Wed,21,98003,No,Yes,Federal Way,WA,Outdoors,,1,No relationship,Pistol,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Fled,Yes,28,,,Male,,,Latino,,
13,2001-05-07,2001,May,Mon,7,99508,No,No,Anchorage,AK,School,Elementary school,1,No relationship,Knife,0,0,0,1,0,0,0,0,0,4,,4,0,0,0,,0,0,0,Subdued by police,No,33,,,Male,,,Caucasian,,
385,2020-07-30,2020,Jul,Thu,6,99577,No,No,Eagle River,AK,Outdoors,,1,No relationship,Rifle,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,Shot by police,No,57,,,Male,,,Caucasian,,
360,2019-12-04,2019,Dec,Wed,14,96860,No,No,Pearl Harbor,HI,Other,,1,Coworker,Rifle,1,0,1,2,3,3,3,0,0,1,1,1,0,0,2,2,2,0,0,Suicide before police arrival,Yes,22,,,Male,,,Latino,,
